JH_CALBODY,JH_INVBASDOC,LUHAO,PK_INSPECTIONCHECK,JH_INVNAME,JH_INSPECTIONRELAPLAN,JH_INSPECTIONRELAPLANNAME,JH_INSPECTIONPLAN,8区平均μm,Al%,As%,A级,B级,Cr%,Cu%,Cu+Cr+Ni%,Cu+Ni,C级,D级,Mo%,N%,Ni%,P+S%,Sn%,Ti夹杂,Ti夹杂物μm,备注,编号,脆性MAXμm,断面收缩率%,复核,硅含量%,过热级,基本组织,基体组织,晶粒度级,抗拉强度MPa,来源,磷含量%,硫含量%,炉号,锰含量%,偏析级,破断力KN,全脱碳μm,日期,JY_TIME,实测直径mm,索氏体率%,碳当量,碳当量%,碳含量%,椭圆度mm,网状组织级别级,网状组织级别级小于1,显微组织,心部马氏体岛级别级,样品来源,最大纵向横向夹杂尺寸μm,最深μm,CHECK_HG_FLAG,NASSISTNUM,NNUM,DSL
1001A110000000001H8R,1001A110000000009MGI,2818,MD0000000005JQ8BME3A,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.011,0.009,0.021,,0.5,0.5,0.001,0.006,0.001,0.022,0.004,,0,,1020,5,53,崔恒伟,0.2,1,,,9.5,1033,,0.013,0.009,A823347,0.52,2,24.89,0,2018/6/22,2018/6/22 0:00,5.54,90,,0.754,0.718,0.15,0,,S+微量F+少量P,0,质量中心,1,0,合格,907370.515,426796699,1.274374232
1001A110000000001H8R,1001A110000000009MGI,2819,MD0000000005JQ8BNJ1T,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.012,0.016,0.03,,0.5,0.5,0.001,0.006,0.002,0.024,0.002,,0,,634,5,41.3,崔恒伟,0.2,1,,,9.5,1079,,0.011,0.013,A826220,0.53,2,25.82,0,2018/11/18,2018/11/18 0:00,5.52,90,,0.771,0.732,0.18,0,,S+微量F+少量P,0,质量中心,1,0,不合格,493557.18,237026708,0.958907245
1001A110000000001H8R,0001A11000000000JJN3,2820,MD0000000005JQ8B1SOZ,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,3,0.004,,0.5,0.5,0.037,0.01,,,0.5,0.5,0.001,,0.018,0.021,,0,,,968,,44,,0.21,1,,S+微量Fe3C+少量P,9.5,1129,质量中心,0.013,0.008,1729118A,0.55,2,27.42,0,2017/12/18,2017/12/18 0:00,5.56,90,,,0.805,0.21,0,,,0,,1,25,合格,561890.5105,299535963,2.327305509
1001A110000000001H8R,1001A110000000009MGI,2821,MD0000000005JQ8BL5D2,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.009,0.01,0.037,,0.5,0.5,0.001,0.006,0.018,0.016,0.003,,0,,150,5,46.3,崔恒伟,0.19,1,,,9.5,1021,,0.008,0.008,A810198,0.51,2,24.69,0,2018/2/1,2018/2/1 0:00,5.55,90,,0.764,0.731,0.22,0,,S+微量F+少量P,0,质量中心,1,0,合格,382656.3642,254591980,4.956784338
1001A110000000001H8R,0001A11000000000JJN3,2822,MD0000000005JQ8B36X0,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,3,0.004,,0.5,0.5,0.029,0.01,,,1.5,0.5,0.001,,0.018,0.02,,0,,,1576,,43,崔恒伟,0.22,1,,S+微量Fe3C+少量P,9.5,1104,质量中心,0.012,0.008,1833397,0.53,1,26.33,0,2018/4/26,2018/4/26 0:00,5.51,90,,,0.838,0.11,0,,,0,,1,27,合格,1434216.655,645939637,2.71391762
1001A110000000001H8R,0001A11000000000JJMI,2823,MD0000000005JQ8B9IGL,青钢C92D2E,IR0000000005ITOC3001,盘条C90（001）,MD0000000005IS3HT4JC,0,0.004,,0.5,0.5,0.19,0.009,,0.036,0.5,0.5,0.001,0.006,0.027,0.021,0.003,,0,,738,5,43.8,崔恒伟,0.18,1,,,9.5,1258,,0.017,0.004,1833877,0.41,2,31.32,0,2018/5/11,2018/5/11 0:00,5.63,90,1.04050833,,0.926,0.19,0,,S+微量Fe3C+少量P,0,质量中心,1,0,合格,578974.1229,281432633.6,6.141668652
1001A110000000001H8R,1001A110000000009MGI,2824,MD0000000005JQ8BM7Q9,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.02,0.01,0.049,,0.5,0.5,0.001,0.006,0.019,0.014,0.003,,0,,106,5,51.3,崔恒伟,0.19,1,,,9.5,1031,,0.007,0.007,A812841,0.51,1,24.76,0,2018/6/1,2018/6/1 0:00,5.53,90,,0.737,0.704,0.13,0,,S+微量F+少量P,0,质量中心,1,0,合格,3249839.908,1906057499,3.845929977
1001A110000000001H8R,0001A11000000000JJN6,2825,MD0000000005JQ8BGA66,青钢C82D2,IR0000000005ITOC3073,盘条C80（001）,MD0000000005IS3HT4JA,0,0.004,,0.5,0.5,0.026,0.009,0.053,,0.5,0.5,0.001,0.006,0.018,0.019,0.003,,0,,620,5,45.9,崔恒伟,0.21,1,,,9.5,1119,,0.012,0.007,1830881,0.57,2,27.34,0,2018/2/6,2018/2/6 0:00,5.58,90,,0.869,0.818,0.15,0,,S+微量Fe3C+少量P,0,质量中心,1,0,不合格,558757.2736,447174323,7.705448457
1001A110000000001H8R,0001A11000000000JJN3,2826,MD0000000005JQ8B4A5O,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.024,0.01,,,0.5,0.5,0.003,,0.002,0.022,,0,,,780,,43.3,崔恒伟,0.19,1,,S+微量Fe3C+少量P,9.5,1139,质量中心,0.011,0.011,1836486C,0.49,2,26.77,0,2018/8/19,2018/8/19 0:00,5.47,90,,,0.811,0.1,0,,,0,,1,0,合格,1396941.838,701269368,2.282372556
1001A110000000001H8R,1001A1100000000CP7W8,2827,MD0000000005JQ8B7STP,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,3,0.001,,0.5,0.5,0.063,0.011,,,0.5,0.5,0.001,,0.002,0.025,,0,,,40,,45,崔恒伟,0.19,1,,S+微量F+少量P,9.5,1025,质量中心,0.018,0.007,1825843S,0.55,2,25.07,0,2018/8/1,2018/8/1 0:00,5.58,90,,,0.718,0.16,0,,,0,,1,20,合格,870543.9504,379277106,1.398849155
1001A110000000001H8R,0001A11000000000JJN6,2828,MD0000000005JQ8BGVDK,青钢C82D2,IR0000000005ITOC3073,盘条C80（001）,MD0000000005IS3HT4JA,0,0.004,,0.5,0.5,0.016,0.007,0.042,,0.5,0.5,0.001,0.006,0.019,0.017,0.003,,0,,284,5,46.4,崔恒伟,0.2,1,,,9.5,1114,,0.011,0.006,1834401,0.53,1,25.62,0,2018/6/3,2018/6/3 0:00,5.41,90,,0.857,0.818,0.05,0,,S+微量Fe3C+少量P,0,质量中心,1,0,合格,96687.07303,42945964,5.991785654
1001A110000000001H8R,1001A1100000000CP7W8,2829,MD0000000005JQ8B71H9,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,0,0.001,,0.5,0.5,0.016,0.008,,,0.5,0.5,0.001,,0.017,0.024,,0,,,554,,47.8,崔恒伟,0.21,1,,S+微量F+少量P,9.5,1031,质量中心,0.009,0.015,1833779,0.55,2,25.31,0,2018/5/8,2018/5/8 0:00,5.59,90,,,0.719,0.15,0,,,0,,1,0,合格,77333.85951,42383982,2.65861609
1001A110000000001H8R,1001A110000000009MGI,2830,MD0000000005JQ8BMPU3,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,6,0.001,,0.5,0.5,0.01,0.015,0.026,,0.5,0.5,0.001,0.005,0.001,0.018,0.002,,0,,1052,5,49.6,崔恒伟,0.21,1,,,9.5,1031,,0.01,0.008,A813990,0.52,2,24.85,,2018/7/15,2018/7/15 0:00,5.54,90,,0.763,0.727,0.16,0,,S+微量F+少量P,0,质量中心,1,50,合格,103476.8259,48039137,1.544660951
1001A110000000001H8R,0001B210000000079RFT,2831,MD0000000005JQ8BNRS6,武钢WLX92A,IR0000000005ITOC2YQW,盘条C90（001）,MD0000000005IS3HT4JC,0,0.004,,0.5,0.5,0.227,0.007,,,0.5,0.5,0.001,0.006,0.025,0.017,0.003,,0,试验盘条,284,5,39.7,,0.21,1,,,9.5,1254,,0.013,0.004,A714004,0.38,2,30.89,0,2017/10/6,2017/10/6 0:00,5.6,90,,1.05810833,0.94,0.18,0,,S+微量Fe3C+少量P,0,质量中心,1,0,合格,4697.426796,1319956,40.23539144
1001A110000000001H8R,1001A110000000009MGI,2832,MD0000000005JQ8BMCIM,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.018,0.008,0.043,,0.5,0.5,0.001,0.006,0.017,0.012,0.003,,0,,660,5,53.8,崔恒伟,0.18,1,,,9.5,1059,,0.006,0.006,A823305,0.53,1,24.88,0,2018/6/13,2018/6/13 0:00,5.47,90,,0.752,0.713,0.15,0,,S+微量F+少量P,0,质量中心,1,0,合格,269743.3012,127516432,1.2429164
1001A110000000001H8R,1001A110000000009MGI,2833,MD0000000005JQ8BNAF9,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.013,0.01,0.025,,0.5,0.5,0.001,0.006,0.002,0.015,0.002,,0,,1322,5,51.2,崔恒伟,0.2,1,,,9.5,1025,,0.008,0.007,A825804,0.51,2,24.08,0,2018/10/22,2018/10/22 0:00,5.47,90,,0.76,0.727,0.09,0,,S+微量F+少量P,0,质量中心,1,0,合格,371902.87,206511316,1.903764305
1001A110000000001H8R,0001A11000000000JJN6,2834,MD0000000005JQ8BGMDR,青钢C82D2,IR0000000005ITOC3073,盘条C80（001）,MD0000000005IS3HT4JA,4,0.004,,0.5,0.5,0.018,0.009,0.045,,0.5,0.5,0.001,0.006,0.018,0.017,0.003,,0,,176,5,45.2,吕青,0.19,1,,,9.5,1105,,0.011,0.006,1831909,0.51,2,25.97,0,2018/4/1,2018/4/1 0:00,5.47,90,,0.868,0.835,0.24,0,,S+微量Fe3C+少量P,0,质量中心,1,34,合格,26751.15639,21910805,7.121753589
1001A110000000001H8R,0001A11000000000JJN3,2835,MD0000000005JQ8B4EM3,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,4,0.001,,0.5,0.5,0.017,0.009,,,0.5,0.5,0.001,,0.002,0.012,,0,,,98,,46.3,崔恒伟,0.19,1,,S+微量Fe3C+少量P,9.5,1144,质量中心,0.008,0.004,1837042,0.5,2,26.79,0,2018/9/2,2018/9/2 0:00,5.46,90,,,0.824,0.11,0,,,0,,1,35,合格,1413549.93,559958864,4.97617619
1001A110000000001H8R,1001A110000000009MGI,2836,MD0000000005JQ8BN499,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.017,0.018,0.037,,0.5,0.5,0.001,0.006,0.002,0.017,0.002,,0,,570,5,54.9,崔恒伟,0.18,1,,,9.5,1026,,0.008,0.009,A815280,0.51,2,24.45,0,2018/10/10,2018/10/10 0:00,5.51,90,,0.765,0.732,0.14,0,,S+微量F+少量P,0,质量中心,1,0,合格,162294.87,77510066,0.93656576
1001A110000000001H8R,1001A110000000009MGI,2837,MD0000000005JQ8BMU5O,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.01,0.01,0.022,,0.5,0.5,0.001,0.006,0.002,0.016,0.002,,0,,1000,5,45.1,崔恒伟,0.2,1,,,9.5,1067,,0.011,0.005,A824511,0.5,2,25.17,0,2018/8/23,2018/8/23 0:00,5.48,90,,0.775,0.745,0.2,0,,S+微量F+少量P,0,质量中心,1,0,合格,106575.8682,51106417,1.524339266
1001A110000000001H8R,1001A110000000009MGI,2838,MD0000000005JQ8BMDW7,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.022,0.011,0.052,,0.5,0.5,0.001,0.006,0.019,0.014,0.003,,0,,702,5,50.9,崔恒伟,0.17,1,,,9.5,1022,,0.006,0.008,A813420,0.5,1,24.84,0,2018/6/13,2018/6/13 0:00,5.45,90,,0.758,0.728,0.14,0,,S+微量F+少量P,0,质量中心,1,0,合格,1429489.336,669995686,1.227840142
1001A110000000001H8R,1001A110000000009MGI,2839,MD0000000005JQ8BMKGB,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,1,0.5,0.008,0.006,0.015,,0.5,0.5,0.001,0.006,0.001,0.023,0.003,,0,,1214,5,49.7,崔恒伟,0.19,1,,,9.5,1006,,0.014,0.009,A813619,0.52,1,24.88,0,2018/6/22,2018/6/22 0:00,5.614,90,,0.754,0.718,0.22,0,,S+微量F+少量P,0,质量中心,1,0,合格,521866.2354,245268392,1.232206836
1001A110000000001H8R,0001A11000000000JJN3,2840,MD0000000005JQ8B59MP,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.017,0.01,,,0.5,0.5,0.002,,0.002,0.02,,0,,,656,,46.9,崔恒伟,0.2,1,,S+微量Fe3C+少量P,8.5,1147,质量中心,0.013,0.007,1839771C,0.52,2,27.16,0,2018/12/26,2018/12/26 0:00,5.49,90,,,0.816,0.15,0,,,0,,1,0,合格,2501436.5,1114641829,2.344492074
1001A110000000001H8R,0001A11000000000JJN3,2841,MD0000000005JQ8B59UH,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.014,0.009,,,0.5,0.5,0.002,,0.002,0.024,,0,,,663,,44.6,崔恒伟,0.2,1,,S+微量Fe3C+少量P,8.5,1144,质量中心,0.014,0.01,183A726F,0.49,2,27.27,0,2018/12/26,2018/12/26 0:00,5.51,90,,,0.832,0.12,0,,,0,,1,0,合格,2018739.39,870394339,2.705078825
1001A110000000001H8R,1001A1100000000CP7W8,2842,MD0000000005JQ8B8G9G,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,0,0.001,,0.5,0.5,0.018,0.013,,,0.5,0.5,0.001,,0.002,0.017,,0,,,242,,45.8,崔恒伟,0.21,1,,S+微量F+少量P,9.5,1017,质量中心,0.008,0.009,1828522,0.53,2,24.69,0,2018/11/1,2018/11/1 0:00,5.56,90,,,0.7153,0.14,0,,,0,,1,0,合格,616366.5,213573698,1.438220816
1001A110000000001H8R,0001A11000000000JJN3,2843,MD0000000005IVC7W1S1,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.041,0.01,,,0.5,0.5,0.002,,0.002,0.03,,0,,,277,,43.1,崔恒伟,0.21,1,,S+微量Fe3C+少量P,8.5,1102,质量中心,0.014,0.016,1931277,0.54,2,26.58,0,2019/2/13,2019/2/13 0:00,5.54,90,,,0.817,0.03,0,,,0,,1,0,合格,404969.24,154702599,2.843547166
1001A110000000001H8R,0001A11000000000JJN3,2844,MD0000000005IVLFF02Q,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,7,0.001,,0.5,0.5,0.028,0.01,,,0.5,0.5,0.001,,0.002,0.016,,0,,,316,,41.1,崔恒伟,0.18,1,,S+微量Fe3C+少量P,8.5,1118,质量中心,0.007,0.009,1920137,0.5,2,26.95,0,2019/1/9,2019/1/9 0:00,5.54,90,,,0.834,0.13,0,,,0,,1,55,合格,2868514.39,1258879052,2.328023854
1001A110000000001H8R,0001B21000000004ZBB3,2845,MD0000000005IVLFQNQL,武钢W82DA,IR0000000005ITOC2ZK5,中心C80A盘条,MD0000000005IS3HT1ME,8,0.001,,0.5,0.5,0.02,0.017,,,0.5,0.5,0.001,,0.002,0.023,,0,,,662,,42.9,崔恒伟,0.2,1,,S+微量Fe3C+少量P,8.5,1108,质量中心,0.013,0.01,A920354,0.54,2,27.29,0,2019/1/27,2019/1/27 0:00,5.6,90,,,0.819,0.18,0,,,0,,1,32,合格,2992573.54,886982988,1.289749528
1001A110000000001H8R,0001A11000000000JJN3,2846,MD0000000005IVC7W1YP,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.021,0.01,,,0.5,0.5,0.002,,0.002,0.028,,0,,,284,,42.1,崔恒伟,0.19,1,,S+微量Fe3C+少量P,8.5,1127,质量中心,0.014,0.014,1931189,0.51,2,26.97,0,2019/2/13,2019/2/13 0:00,5.52,90,,,0.816,0.07,0,,,0,,1,0,合格,538203.15,187491769,2.661422316
1001A110000000001H8R,0001A11000000000JJN3,2847,MD0000000005JQ8B5AV5,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.024,0.011,,,0.5,0.5,0.002,,0.002,0.023,,0,,,696,,46,崔恒伟,0.2,1,,S+微量Fe3C+少量P,8.5,1155,质量中心,0.014,0.009,183A967,0.51,2,28.25,0,2018/12/26,2018/12/26 0:00,5.58,90,,,0.809,0.11,0,,,0,,1,0,合格,610393.91,240628883,2.689105646
1001A110000000001H8R,1001A1100000000CP7W8,2848,MD0000000005JQ8B8PYV,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,15,0.001,,0.5,0.5,0.029,0.01,,,0.5,0.5,0.001,,0.002,0.019,,0,,,749,,50.4,崔恒伟,0.2,1,,S+微量F+少量P,8.5,1058,质量中心,0.01,0.009,183A996,0.53,2,25.51,0,2018/12/28,2018/12/28 0:00,5.54,90,,,0.717,0.02,0,,,0,,1,45,合格,845573.1,288541287,1.44464243
1001A110000000001H8R,0001B21000000004ZBB3,2849,MD0000000005IVC7WPDY,武钢W82DA,IR0000000005ITOC2ZK5,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.019,0.008,,,0.5,0.5,0.002,,0.002,0.023,,0,,,421,,43.5,崔恒伟,0.21,1,,S+微量Fe3C+少量P,8.5,1145,质量中心,0.013,0.01,A910805,0.52,1,27.28,0,2019/2/14,2019/2/14 0:00,5.51,90,,,0.825,0.07,0,,,0,,1,0,合格,2825607.45,854915225,1.466613655
1001A110000000001H8R,0001B21000000004ZBB3,2850,MD0000000005IVC8FHHC,武钢W82DA,IR0000000005ITOC2ZK5,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.017,0.009,,,0.5,0.5,0.002,,0.002,0.031,,0,,,432,,48.1,崔恒伟,0.19,1,,S+微量Fe3C+少量P,8.5,1186,质量中心,0.02,0.011,A911390,0.51,1,28.7,0,2019/3/17,2019/3/17 0:00,5.55,90,,,0.818,0.11,0,,,0,,1,0,合格,193718.19,52959924,1.619474167
1001A110000000001H8R,1001A1100000000CP7W8,2851,MD0000000005IVC7UNG1,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,4,0.001,,0.5,0.5,0.042,0.009,,,0.5,0.5,0.001,,0.002,0.015,,0,,,126,,47,崔恒伟,0.2,1,,S+微量F+少量P,8.5,1066,质量中心,0.008,0.007,1930856B,0.5,1,25.59,0,2019/2/10,2019/2/10 0:00,5.53,90,,,0.732,0.06,0,,,0,,1,30,合格,888547.2,547350579,2.39610694
1001A110000000001H8R,0001A11000000000JJN3,2852,MD0000000005JQ8B5AC9,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.024,0.011,,,0.5,0.5,0.002,,0.002,0.026,,0,,,679,,45.4,崔恒伟,0.2,1,,S+微量Fe3C+少量P,8.5,1150,质量中心,0.015,0.011,183A963,0.51,2,27.83,0,2018/12/26,2018/12/26 0:00,5.55,90,,,0.836,0.06,0,,,0,,1,0,合格,2181235.01,934776437,2.714876618
1001A110000000001H8R,0001A11000000000JJN3,2853,MD0000000005IVLFO7SE,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.002,,0.5,0.5,0.042,0.008,,,0.5,0.5,0.001,,0.002,0.023,,0,,,590,,42.4,崔恒伟,0.2,1,,S+微量Fe3C+少量P,8.5,1170,质量中心,0.013,0.01,1930673,0.52,2,27.99,0,2019/1/23,2019/1/23 0:00,5.52,90,,,0.815,0.14,0,,,0,,1,0,合格,2206823.09,1012485986,2.171593119
1001A110000000001H8R,0001A11000000000JJN3,2854,MD0000000005JQ8B558X,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,3,0.001,,0.5,0.5,0.028,0.014,,,0.5,0.5,0.002,,0.002,0.02,,0,,,6,,45,崔恒伟,0.21,1,,S+微量Fe3C+少量P,9.5,1113,质量中心,0.009,0.011,183A074,0.5,2,26.74,0,2018/12/2,2018/12/2 0:00,5.53,90,,,0.84,0.11,0,,,0,,1,22,合格,636366.22,269843348,1.592095446
1001A110000000001H8R,0001A11000000000JJN3,2855,MD0000000005IVLFGFRU,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.019,0.008,,,0.5,0.5,0.001,,0.002,0.018,,0,,,360,,45.6,崔恒伟,0.19,1,,S+微量Fe3C+少量P,8.5,1133,质量中心,0.011,0.007,1920033,0.52,2,27.22,0,2019/1/11,2019/1/11 0:00,5.53,90,,,0.822,0.17,0,,,0,,1,0,合格,1225739.47,551949122,2.067369891
1001A110000000001H8R,0001B21000000004ZBB3,2856,MD0000000005IVC7WPU7,武钢W82DA,IR0000000005ITOC2ZK5,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.01,0.01,,,0.5,0.5,0.002,,0.002,0.022,,0,,,406,,42.9,崔恒伟,0.2,1,,S+微量Fe3C+少量P,8.5,1188,质量中心,0.009,0.013,A910806,0.51,2,28.01,0,2019/2/14,2019/2/14 0:00,5.48,90,,,0.827,0.04,0,,,0,,1,0,合格,2554637.87,798946824,1.493172074
1001A110000000001H8R,1001A110000000009MGI,2857,MD0000000005JQ8BNMND,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.01,0.011,0.023,,0.5,0.5,0.001,0.006,0.002,0.016,0.002,,0,,227,5,45.3,崔恒伟,0.21,1,,,9.5,1046,,0.008,0.008,A816989,0.5,1,24.76,0,2018/12/8,2018/12/8 0:00,5.49,90,,0.777,0.747,0.2,0,,S+微量F+少量P,0,质量中心,1,0,合格,569754.26,272473071,0.8660652
1001A110000000001H8R,1001A110000000009MGI,2858,MD0000000005IY2YLX1E,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.011,0.012,0.025,,0.5,0.5,0.001,0.006,0.002,0.018,0.001,,0,,433,5,52.6,崔恒伟,0.17,1,,,8.5,1079,,0.009,0.009,A920809,0.5,1,26.08,0,2019/2/14,2019/2/14 0:00,5.55,90,,0.761,0.731,0.07,0,,S+微量F+少量P,0,质量中心,1,0,合格,237442.69,115573150,1.301460674
1001A110000000001H8R,1001A1100000000CP7W8,2859,MD0000000005JQ8B6R9Z,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,6,0.001,,0.5,0.5,0.025,0.01,,,0.5,0.5,0.001,,0.017,0.015,,0,,,504,,43.6,吕青,0.2,1,,S+微量F+少量P,9.5,1078,质量中心,0.008,0.007,1832751,0.53,2,26.35,0,2018/4/14,2018/4/14 0:00,5.58,90,,,0.716,0.22,0,,,0,,1,45,合格,1764476.089,651040284,1.586702297
1001A110000000001H8R,1001A1100000000CP7W8,2860,MD0000000005JQ8B7C97,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,9,0.001,,0.5,0.5,0.026,0.008,,,0.5,0.5,0.001,,0.018,0.02,,0,,,600,,49.8,崔恒伟,0.2,1,,S+微量F+少量P,9.5,1012,质量中心,0.012,0.008,1824330,0.52,2,24.3,0,2018/6/10,2018/6/10 0:00,5.53,90,,,0.739,0.12,0,,,0,,1,37,合格,671518.0285,187491100,1.357721384
1001A110000000001H8R,0001A11000000000JJN3,2861,MD0000000005JQ8B4FKB,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.022,0.012,,,0.5,0.5,0.001,,0.002,0.023,,0,,,300,,45,崔恒伟,0.19,1,,S+微量Fe3C+少量P,9.5,1061,质量中心,0.012,0.011,1837294,0.55,2,24.85,0,2018/9/9,2018/9/9 0:00,5.46,90,,,0.827,0.12,0,,,0,,1,0,合格,2613436.324,1204276498,3.403454165
1001A110000000001H8R,1001A1100000000CP7W8,2862,MD0000000005JQ8B6NGH,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,3,0.001,,0.5,0.5,0.037,0.009,,,0.5,0.5,0.001,,0.017,0.013,,0,,,974,,50.6,吕青,0.2,1,,S+F微量+P少量,9.5,1054,质量中心,0.007,0.006,1831805,0.54,2,25.87,0,2018/3/21,2018/3/21 0:00,5.6,90,,,0.714,0.12,0,,,0,,1,25,合格,12813.66569,9306001,1.570548719
1001A110000000001H8R,1001A110000000009MGI,2863,MD0000000005JQ8BMVC6,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.007,0.01,0.019,,0.5,0.5,0.001,0.005,0.002,0.018,0.002,,0,,1036,5,46.2,崔恒伟,0.21,1,,,9.5,1029,,0.009,0.009,A814817,0.5,2,24.61,0,2018/8/23,2018/8/23 0:00,5.52,90,,0.76,0.73,0.21,0,,S+微量F+少量P,0,质量中心,1,0,合格,1374342.667,656186170,1.117895742
1001A110000000001H8R,1001A110000000009MGI,2864,MD0000000005JQ8BNGFP,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.01,0.011,0.023,,0.5,0.5,0.001,0.006,0.002,0.015,0.002,,0,,263,5,46.8,崔恒伟,0.2,1,,,9.5,1090,,0.008,0.007,A816020,0.51,2,27.06,0,2018/11/4,2018/11/4 0:00,5.62,90,,0.774,0.741,0.09,0,,S+微量F+少量P,0,质量中心,1,0,合格,702362.15,334317899,0.959829635
1001A110000000001H8R,1001A110000000009MGI,2865,MD0000000005JQ8BNE15,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.009,0.012,0.023,,0.5,0.5,0.001,0.006,0.002,0.015,0.002,,0,,1504,5,53.6,崔恒伟,0.2,1,,,9.5,1020,,0.007,0.008,A816070,0.51,2,24.66,0,2018/10/28,2018/10/28 0:00,5.55,90,,0.765,0.732,0.07,0,,S+微量F+少量P,0,质量中心,1,0,合格,913758.21,436970445,1.129389969
